dt,open,high,low,close,volume
2024-02-26,251.163386,252.017084,250.693064,251.978889,54502334.54
2024-02-27,249.696889,252.519128,248.600978,251.69958,51066859.24
2024-02-28,253.091917,253.113684,250.540449,252.545802,67280872.52
2024-02-29,259.012316,260.525978,256.82664,256.834278,62134663.55
2024-03-01,253.015961,253.717223,251.260712,251.617411,109716450.68
2024-03-04,248.747885,250.988833,247.022941,249.004178,60904844.09
2024-03-05,247.888665,250.829084,245.522178,247.879895,70069588.19
2024-03-06,249.520744,250.425955,248.591996,248.637874,78434574.83
2024-03-07,250.659831,251.514744,247.914912,249.539768,53769468.21
2024-03-08,246.993892,247.431416,246.244765,247.333764,58219422.18
2024-03-11,250.582636,250.683642,249.380001,250.548383,82814692.21
2024-03-12,252.397957,252.983546,250.14789,252.094824,64091528.34
2024-03-13,252.418003,252.444407,251.051491,251.860006,65266776.95
2024-03-14,254.562492,254.758833,253.146269,254.698069,50939523.93
2024-03-15,254.166499,254.555372,252.091125,254.288644,67352472.6
2024-03-18,254.328951,257.926414,250.439143,252.93293,69587560.08
2024-03-19,256.578056,259.473606,254.40454,255.342687,70518642.63
2024-03-20,252.603426,252.826659,250.671993,252.121963,80224453.73
2024-03-21,256.847145,257.741933,254.697019,255.093014,71289409.22
2024-03-22,254.456383,256.957584,252.607849,254.850327,53303983.18
2024-03-25,256.489176,257.214015,253.393028,254.834815,51916689.99
2024-03-26,253.01335,254.033979,250.648476,252.465484,84161754.11
2024-03-27,258.487559,260.766991,254.876124,255.149161,52934332.6
2024-03-28,254.73785,256.85842,254.676524,255.958755,62271710.32
2024-03-29,254.155825,256.017787,253.064676,254.858568,76728201.76
2024-04-01,256.532929,257.534055,255.141009,256.103906,59972717.35
2024-04-02,258.235274,258.936567,256.766586,257.825606,51780245.07
2024-04-03,260.090278,260.473469,257.923966,258.077133,62875112.28
2024-04-04,260.001857,262.707016,258.431877,260.698835,67093461.73
2024-04-05,263.723379,266.713769,259.165759,262.772229,94045135.38
2024-04-08,271.252961,273.394227,267.555416,269.997513,56933614.97
2024-04-09,271.016237,274.182745,269.743164,270.2545,82388703.16
2024-04-10,267.181014,269.962104,265.439205,268.212017,78798862.78
2024-04-11,267.35892,268.660852,264.236665,265.861843,57796134.41
2024-04-12,268.978522,271.584087,266.155068,267.662346,56033615.52
2024-04-15,270.436409,271.627651,268.697286,269.789363,62716051.13
2024-04-16,269.565207,272.823788,268.392744,269.345047,56058515.88
2024-04-17,268.717489,270.358798,268.351927,268.474672,60876144.96
2024-04-18,266.395266,268.398514,265.878676,266.479192,66144876.11
2024-04-19,267.812691,268.461207,266.352743,267.128005,65148476.36
2024-04-22,267.86,268.16129,267.817377,267.826645,92663210.36
2024-04-23,270.489526,273.04371,268.331196,271.410721,51237664.7
2024-04-24,268.381024,271.995409,267.20908,269.511454,76887896.07
2024-04-25,268.868354,271.522832,268.78292,269.679589,76894894.93
2024-04-26,270.147953,270.217991,268.026762,269.908132,65531311.03
2024-04-29,269.112548,270.543542,267.96978,269.141568,51194923.58
2024-04-30,273.700965,275.182838,270.836408,273.465408,67536617.92
2024-05-01,274.437417,275.475799,273.832833,273.888749,60672684.98
2024-05-02,276.941624,278.866942,274.788205,277.638297,66612470.95
2024-05-03,279.715832,279.757033,277.816982,278.085516,53165983.47
2024-05-06,280.455545,281.297504,280.119554,280.756191,64650081.11
2024-05-07,282.698767,283.531585,281.222491,283.189735,58019969.58
2024-05-08,280.363939,283.790762,276.872815,279.824006,73941087.11
2024-05-09,277.773828,282.787824,276.057848,279.829466,89787191.17
2024-05-10,278.381315,279.657609,277.169698,279.264387,51927636.27
2024-05-13,278.968584,280.996824,276.92771,277.87811,62890281.77
2024-05-14,275.038248,279.399041,271.975388,276.963054,60737382.66
2024-05-15,285.177009,286.278501,281.736659,283.907856,71038556.44
2024-05-16,282.078026,282.973407,279.333157,280.383237,54677610.22
2024-05-17,283.158347,283.957343,281.630598,283.577424,72023850.67
2024-05-20,278.901663,281.572353,277.643624,278.576494,60414635.83
2024-05-21,279.427983,280.426021,277.91381,278.18274,67410639.45
2024-05-22,277.866631,279.499334,276.094149,278.386422,53109284.89
2024-05-23,281.699866,282.559122,280.489503,280.72544,59980452.01
2024-05-24,282.166282,284.40333,280.515209,282.925823,82856963.38
2024-05-27,283.250326,283.939793,282.424104,283.792486,57075009.57
2024-05-28,281.998733,284.43,280.633667,282.903272,62879853.57
2024-05-29,280.800959,281.36132,277.931893,280.416623,64385504.74
2024-05-30,282.607027,286.258538,280.676583,281.304062,73060307.64
2024-05-31,280.844771,281.213124,279.286798,281.051752,69266641.41
2024-06-03,276.447067,279.83978,275.954198,277.859984,71677925.79
2024-06-04,273.986067,275.47556,273.199819,275.177815,76642915.11
2024-06-05,273.638768,275.858191,272.431074,273.207538,65909197.5
2024-06-06,274.782272,276.759073,272.137683,272.770192,55801001.83
2024-06-07,272.322072,274.023197,271.454727,271.893867,51589921.26
2024-06-10,275.892682,277.056942,274.136031,276.320312,101854330.31
2024-06-11,274.895686,276.441098,272.606086,274.055777,91109537.17
2024-06-12,275.123482,276.343003,274.074586,275.387302,67885440.08
2024-06-13,276.291773,277.578785,274.821862,276.710475,91036255.12
2024-06-14,274.982083,277.860462,273.355856,276.040377,78984829.61
2024-06-17,278.471624,279.376068,275.797356,276.911561,66248023.17
2024-06-18,272.902318,276.152531,272.030009,275.702582,94056987.65
2024-06-19,275.812715,276.852507,274.90805,274.935277,57242499.52
2024-06-20,272.965731,273.929772,270.645067,273.473018,72025136.42
2024-06-21,268.503741,269.657386,267.202861,268.945178,71460003.08
2024-06-24,272.691557,273.262202,269.564639,270.858049,77450284.34
